Offence_Month,Rego_State,Clt_Catg,Camera_Type,Location_Code,Location_Desc,Offence_Desc,Sum_Pen_Amt,Sum_Inf_Count,Sum_With_Amt,Sum_With_Count
Jul-10,ACT,,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,157,1
Jul-10,ACT,,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,ACT,,MOBILE SPEED CAMERA,46,NEWMAN MORRIS CIRCUIT,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,157,1
Jul-10,ACT,,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit By > 45 Km/H,0,0,1811,1
Jul-10,ACT,,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,980,4,980,4
Jul-10,ACT,,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,0,0,157,1
Jul-10,ACT,,RED LIGHT AND SPEED CAMERA,1008,HINDMARSH DRIVE/TUGGERANONG PARKWAY,Proceed When Traffic Light Red,0,0,273,1
Jul-10,ARM,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,FED,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,Diplomatic,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2980,4,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2370,2,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2235,3,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,2235,3,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,5960,8,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2205,9,0,0
Jul-10,NSW,OTHER ORGN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,5215,7,0,0
Jul-10,NSW,OTHER ORGN,MOBILE SPEED CAMERA,13,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER ORGN,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER ORGN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,3725,5,0,0
Jul-10,NSW,OTHER ORGN,MOBILE SPEED CAMERA,55,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER ORGN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1185,1,0,0
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,Proceed When Traffic Arrow Red,1325,1,0,0
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,4470,6,0,0
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Proceed When Traffic Light Red,2650,2,1325,1
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,5215,7,0,0
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1004,DRAKEFORD DRIVE/BODDINGTON CRESCENT/MARCONI CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1490,2,0,0
Jul-10,NSW,OTHER ORGN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,745,1,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2205,9,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,3430,14,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit By > 45 Km/H,1811,1,1811,1
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,9555,39,980,4
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,10048,64,628,4
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1027,BARTON HIGHWAY BETWEEN GUNGAHLIN DRIVE AND ELLENBOROUGH STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,11775,75,471,3
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1035,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, SOUTHBOUND",Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit <= 15 Km/H,785,5,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1035,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, SOUTHBOUND",Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,157,1
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,16171,103,785,5
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,22294,143,628,5
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND",Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,24021,153,471,3
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2695,11,245,1
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,3185,13,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1031,FEDERAL HIGHWAY BETWEEN ANTILL STREET AND MAJURA ROAD,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1470,6,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,2,ANTILL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,40349,257,2983,19
Jul-10,NSW,OTHER PRSN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,73,MUGGA LANE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,75,PARKES WAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,114,GROOM STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,111,LIMESTONE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,48,LIVINGSTONE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,115,ISABELLA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,52,NOVAR STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,3140,20,157,1
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,106,WILLIAM WEBB DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,120,KALGOORLIE CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,40,MARIBYRNONG AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,46,NEWMAN MORRIS CIRCUIT,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,55,ATHLLON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1570,10,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,22,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,2041,13,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,77,YARRA GLEN,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,245,1
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,53,GOYDER STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,1256,8,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,94,SOUTHERN CROSS DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,43,WILLIAMSON STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,63,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,119,HORSE PARK DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,54,LAUNCESTON STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,9,FLOREY DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,18,MELROSE DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,785,5,314,2
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,45,DRYANDRA STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,785,5,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,47,CHUCULBA CRESCENT,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,47,CHUCULBA CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,54,LAUNCESTON STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,104,MAWSON DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,112,COPLAND DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,1,ADELAIDE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,115,ISABELLA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,61,BARTON HIGHWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,157,1
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,66,GINNINDERRA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,20,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,2355,15,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,36,BADIMARA STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,82,WILLIAM HOVELL DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,157,1
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,57,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,92,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,0,0,157,1
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,13,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,17,LONG GULLY ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,31,SPRINGVALE DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,20,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,37,NAMATJIRA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,51,LA PEROUSE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,79,CANBERRA AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,22,NORTHBOURNE AVENUE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,45,DRYANDRA STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,Non-School Zone Exceed Speed Limit <= 15 Km/H,1570,10,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,94,SOUTHERN CROSS DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,90,MAJURA ROAD,Non-School Zone Exceed Speed Limit <= 15 Km/H,7850,50,447,3
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,63,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,942,6,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,65,BARRY DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,68,ERINDALE DRIVE BETWEEN LONG GULLY ROAD AND SULWOOD DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,72,MONARO HIGHWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,64,HINDMARSH DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,73,MUGGA LANE,Non-School Zone Exceed Speed Limit <= 15 Km/H,628,4,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,8,ERINDALE DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,MOBILE SPEED CAMERA,44,TILLYARD DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,980,4,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2940,12,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Non-School Zone Exceed Speed Limit <= 15 Km/H,8949,57,157,1
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1004,DRAKEFORD DRIVE/BODDINGTON CRESCENT/MARCONI CRESCENT,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,735,3,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1004,DRAKEFORD DRIVE/BODDINGTON CRESCENT/MARCONI CRESCENT,Proceed When Traffic Light Red,546,2,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1011,GINNINDERRA DRIVE/COULTER DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,471,3,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,7850,50,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,Proceed When Traffic Light Red,273,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1025,GUNGAHLIN DRIVE/GUNDAROO DRIVE,Proceed When Traffic Light Red,2457,9,273,1
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1004,DRAKEFORD DRIVE/BODDINGTON CRESCENT/MARCONI CRESCENT,Non-School Zone Exceed Speed Limit <= 15 Km/H,4239,27,157,1
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1025,GUNGAHLIN DRIVE/GUNDAROO DRIVE,Proceed When Traffic Arrow Red,273,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,38308,244,2041,13
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,490,2,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,18997,121,785,5
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,Proceed When Traffic Light Red,3276,12,546,2
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Proceed When Traffic Light Red,3822,14,546,2
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1008,HINDMARSH DRIVE/TUGGERANONG PARKWAY,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,Non-School Zone Exceed Speed Limit <= 15 Km/H,314,2,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,245,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2450,10,735,3
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,664,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Proceed When Traffic Light Red,1092,4,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1022,HINDMARSH DRIVE/BALL STREET,Non-School Zone Exceed Speed Limit <= 15 Km/H,157,1,0,0
Jul-10,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,Proceed When Traffic Light Red,1911,7,0,0
