Offence_Month,Rego_State,Clt_Catg,Camera_Type,Location_Code,Location_Desc,Offence_Desc,Sum_Pen_Amt,Sum_Inf_Count,Sum_With_Amt,Sum_With_Count
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1002,NORTHBOURNE AVENUE/BARRY DRIVE/COOYONG STREET,60 Enter Intersection or Marked Foot Crossing When Traffic Arrow Red,6383,13,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1007,GINNINDERRA DRIVE/AIKMAN DRIVE,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1011,GINNINDERRA DRIVE/COULTER DRIVE,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,81,WILLIAM HOVELL DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1006,NORTHBOURNE AVENUE/ANTILL STREET/MOUAT STREET,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,5401,11,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1023,CANBERRA AVENUE/HINDMARSH DRIVE/NEWCASTLE STREET,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,491,1,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1025,GUNGAHLIN DRIVE/GUNDAROO DRIVE,59 (1) Enter Intersection or Marked Foot Crossing When Traffic Light Red,2455,5,0,0
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,523439,1739,2709,9
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1001,NORTHBOURNE AVENUE/LONDON CIRCUIT,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,27528,62,444,1
Mar-22,NSW,OTHER PRSN,RED LIGHT AND SPEED CAMERA,1020,BARRY DRIVE/MARCUS CLARKE STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,7992,18,0,0
